rebalancing__type,rebalancing__n_neighbors,rebalancing__k_neighbors,prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,mitigation__type,mitigation__reconstruct_weight,mitigation__n_prototypes,mitigation__fairness_weight,mitigation__alpha,features__type,features__n_components,features__k,eval__total_time,eval__status,eval__score_time,eval__flatten_equalized_odds_ratio,eval__flatten_balanced_accuracy,eval__fit_time,eval__equalized_odds_ratio,eval__by_group__1_5,eval__by_group__1_3,eval__by_group__1_2,eval__by_group__1_0,eval__by_group__0_3,eval__by_group__0_2,eval__by_group__0_0,eval__balanced_accuracy,eval__absolute_time,classification__weights,classification__type,classification__solver,classification__n_neurons,classification__n_neighbors,classification__n_hidden_layers,classification__n_estimators,classification__min_samples_split,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__learning_rate,classification__criterion,classification__bootstrap,classification__alpha,classification__activation
SMOTE,,5,mitigation_normalization_features_rebalancing_classification,,,,,MinMaxScaler,LFR_wrapper,1.0,200,0.1,,PCA,4,,6.67572021484375e-06,already_evaluated,0.02065887451171875,0.36_0.41_0.0_0.62_0.19,0.63_0.62_0.63_0.62_0.64,4.149016666412353,0.3160588596839315,0.53,0.64,0.73,0.76,0.35,0.67,0.67,0.628756561206237,1746698270.3921845,,RandomForestClassifier,,,,,75,2,,4,1,2,,entropy,False,,
SMOTE,,7,normalization_mitigation_rebalancing_features_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.5,PCA,7,,5.9604644775390625e-06,already_evaluated,0.010677146911621093,0.46_0.55_0.12_0.45_0.43,0.67_0.68_0.66_0.68_0.66,4.844841861724854,0.4018671758351246,0.76,0.67,0.63,0.93,0.41,0.83,0.86,0.6698845808746738,1746698270.4968488,,MLPClassifier,adam,5,,10,,,,,,,constant,,,1e-05,logistic
FunctionTransformer,,,normalization_mitigation_rebalancing_features_classification,,False,,False,RobustScaler,CorrelationRemover,,,,0.75,PCA,4,,5.0067901611328125e-06,already_evaluated,0.008982133865356446,0.21_0.1_0.0_0.11_0.0,0.65_0.63_0.62_0.64_0.64,0.34747161865234377,0.08398845791824257,0.49,0.65,0.79,1.0,0.08,0.31,0.27,0.6360623279506634,1746698270.57524,,MLPClassifier,sgd,25,,1,,,,,,,invscaling,,,0.01,logistic
SMOTE,,6,mitigation_normalization_features_rebalancing_classification,,False,,True,RobustScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,6.9141387939453125e-06,already_evaluated,0.00794687271118164,0.42_0.2_0.11_0.3_0.42,0.69_0.68_0.68_0.7_0.68,2.279303455352783,0.2882200972068132,0.54,0.57,0.56,1.0,0.29,0.55,0.65,0.6856852524626101,1746698270.6505575,,MLPClassifier,lbfgs,5,,5,,,,,,,constant,,,0.0001,logistic
FunctionTransformer,,,rebalancing_normalization_features_mitigation_classification,,,,,PowerTransformer,LFR_wrapper,2.0,200,1.0,,SelectKBest,,9,5.7220458984375e-06,already_evaluated,0.02075614929199219,0.43_0.44_0.08_0.41_0.52,0.63_0.6_0.63_0.62_0.67,2.190964365005493,0.3780201198978991,0.46,0.62,0.69,0.96,0.51,0.71,0.87,0.630299248374563,1746698270.7330682,,RandomForestClassifier,,,,,25,6,,4,2,2,,gini,True,,
NearMiss,3,,mitigation_rebalancing_normalization_features_classification,,,,,FunctionTransformer,FunctionTransformer,,,,,PCA,7,,8.106231689453125e-06,already_evaluated,0.004196977615356446,0.18_0.25_0.1_0.21_0.27,0.68_0.67_0.68_0.7_0.68,2.786007261276245,0.19986285079965077,0.44,0.5,0.5,1.0,0.2,0.49,0.68,0.6816481329211308,1746698270.8149111,,MLPClassifier,sgd,5,,1,,,,,,,adaptive,,,0.001,tanh
NearMiss,2,,normalization_features_mitigation_rebalancing_classification,,,,,PowerTransformer,LFR_wrapper,0.1,10,0.1,,PCA,4,,5.9604644775390625e-06,already_evaluated,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1746698270.89985,uniform,KNeighborsClassifier,,,12,,,,manhattan,,,,,,,,
NearMiss,2,,rebalancing_normalization_features_mitigation_classification,,,,,PowerTransformer,FunctionTransformer,,,,,PCA,8,,5.245208740234375e-06,already_evaluated,0.013170194625854493,0.1_0.15_0.0_0.17_0.3,0.68_0.67_0.67_0.69_0.67,4.317598628997803,0.14152325308810668,0.29,0.47,0.5,1.0,0.2,0.58,0.74,0.6761404400706129,1746698270.9834173,,MLPClassifier,sgd,25,,5,,,,,,,constant,,,0.0001,logistic
NearMiss,2,,normalization_mitigation_features_rebalancing_classification,,True,,False,RobustScaler,FunctionTransformer,,,,,PCA,6,,4.291534423828125e-06,already_evaluated,0.015370702743530274,0.23_0.37_0.16_0.1_0.21,0.64_0.65_0.62_0.66_0.63,1.2380042552947998,0.21270618573741557,0.33,0.5,0.5,0.99,0.24,0.51,0.82,0.6383783983345719,1746698271.0663397,,RandomForestClassifier,,,,,75,4,,4,4,3,,gini,True,,
SMOTE,,5,normalization_features_mitigation_rebalancing_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,PCA,4,,4.0531158447265625e-06,already_evaluated,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1746698271.151549,,RandomForestClassifier,,,,,10,4,,4,2,3,,gini,True,,
SMOTE,,5,features_rebalancing_normalization_mitigation_classification,,,,,MinMaxScaler,LFR_wrapper,2.0,100,0.1,,FunctionTransformer,,,3.814697265625e-06,already_evaluated,0.013138580322265624,0.58_0.38_0.0_0.18_0.28,0.6_0.62_0.57_0.64_0.62,2.0022170543670654,0.2839996302207491,0.44,0.46,0.58,0.89,0.3,0.56,0.77,0.6093310588032207,1746698271.2368143,,MLPClassifier,lbfgs,5,,1,,,,,,,adaptive,,,0.0001,tanh
FunctionTransformer,,,mitigation_normalization_features_rebalancing_classification,,,,,MinMaxScaler,CorrelationRemover,,,,1.0,SelectKBest,,2,1.7881393432617188e-05,already_evaluated,0.12417206764221192,0.25_0.22_0.1_0.22_0.41,0.65_0.59_0.63_0.59_0.64,0.016925907135009764,0.2388624035258901,0.52,0.54,0.62,1.0,0.24,0.41,0.56,0.6217440665696412,1746698271.323862,uniform,KNeighborsClassifier,,,9,,,,minkowski,,,,,,,,
SMOTE,,5,rebalancing_mitigation_features_normalization_classification,,,,,PowerTransformer,FunctionTransformer,,,,,PCA,3,,5.9604644775390625e-06,already_evaluated,0.14142422676086425,0.5_0.47_0.33_0.44_0.61,0.63_0.64_0.65_0.63_0.64,0.10685157775878906,0.47114277232402146,0.71,0.67,0.79,0.86,0.54,0.76,0.73,0.637729625658079,1746698271.4120786,uniform,KNeighborsClassifier,,,14,,,,manhattan,,,,,,,,
SMOTE,,5,features_normalization_rebalancing_mitigation_classification,True,,False,,StandardScaler,LFR_wrapper,2.0,50,0.5,,FunctionTransformer,,,6.198883056640625e-06,already_evaluated,0.021068572998046875,0.28_0.35_0.07_0.0_0.45,0.63_0.59_0.62_0.6_0.65,2.892170524597168,0.2315983303974586,0.48,0.61,0.64,0.94,0.23,0.69,0.88,0.6181099453893124,1746698271.5077648,,MLPClassifier,lbfgs,10,,1,,,,,,,invscaling,,,1e-05,tanh
NearMiss,2,,mitigation_rebalancing_normalization_features_classification,,,,,PowerTransformer,FunctionTransformer,,,,,FunctionTransformer,,,6.9141387939453125e-06,already_evaluated,0.024896621704101562,0.0_0.32_0.0_0.12_0.3,0.68_0.67_0.68_0.69_0.68,45.84729561805725,0.1479544685625893,0.54,0.5,0.56,0.99,0.15,0.55,0.46,0.678993504928279,1746698271.6033685,,MLPClassifier,lbfgs,5,,20,,,,,,,constant,,,0.0001,logistic
SMOTE,,5,features_normalization_rebalancing_mitigation_classification,,False,,True,RobustScaler,LFR_wrapper,0.5,200,0.1,,SelectKBest,,6,5.4836273193359375e-06,already_evaluated,0.21696176528930664,0.0_0.16_0.0_0.0_0.0,0.51_0.51_0.51_0.51_0.5,2.6296369552612306,0.03162393162393162,0.49,0.31,0.4,0.45,0.11,0.36,0.57,0.5082117945448236,1746698271.7019248,uniform,KNeighborsClassifier,,,11,,,,minkowski,,,,,,,,
NearMiss,2,,features_normalization_mitigation_rebalancing_classification,,True,,True,RobustScaler,CorrelationRemover,,,,0.75,PCA,4,,5.9604644775390625e-06,already_evaluated,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1746698271.798988,uniform,KNeighborsClassifier,,,17,,,,minkowski,,,,,,,,
SMOTE,,6,rebalancing_normalization_features_mitigation_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.5,PCA,4,,6.4373016357421875e-06,already_evaluated,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1746698271.8988585,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.0001,logistic
NearMiss,2,,rebalancing_features_normalization_mitigation_classification,,,,,FunctionTransformer,FunctionTransformer,,,,,PCA,5,,6.198883056640625e-06,already_evaluated,0.04219803810119629,0.44_0.44_0.5_0.42_0.21,0.67_0.66_0.68_0.67_0.67,0.08925824165344239,0.4019771493287487,0.55,0.62,0.66,0.97,0.44,0.67,0.74,0.6697926277411538,1746698272.01614,distance,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
SMOTE,,7,rebalancing_normalization_mitigation_features_classification,True,,False,,StandardScaler,CorrelationRemover,,,,0.75,PCA,4,,4.76837158203125e-06,already_evaluated,0.019582748413085938,0.44_0.19_0.1_0.2_0.37,0.66_0.65_0.65_0.68_0.66,31.941859483718872,0.2585603778671368,0.51,0.57,0.57,0.98,0.26,0.51,0.51,0.6615005591089699,1746698272.124854,,MLPClassifier,lbfgs,10,,10,,,,,,,constant,,,0.01,tanh
FunctionTransformer,,,mitigation_rebalancing_features_normalization_classification,,False,,False,RobustScaler,CorrelationRemover,,,,0.5,PCA,7,,4.0531158447265625e-06,already_evaluated,0.008171796798706055,0.48_0.3_0.0_0.12_0.3,0.67_0.68_0.68_0.68_0.67,0.21798596382141114,0.23706657443129533,0.64,0.66,0.62,0.95,0.25,0.61,0.56,0.6775032433274794,1746698272.2378027,,RandomForestClassifier,,,,,25,4,,4,1,3,,entropy,False,,
NearMiss,2,,rebalancing_mitigation_normalization_features_classification,,True,,True,RobustScaler,CorrelationRemover,,,,1.0,PCA,4,,4.0531158447265625e-06,already_evaluated,0.007232856750488281,0.0_0.0_0.0_0.0_0.0,0.6_0.6_0.59_0.61_0.59,0.1323394298553467,0.0,0.04,0.05,0.07,1.0,0.0,0.04,0.09,0.5992580932866162,1746698272.3461068,,RandomForestClassifier,,,,,10,4,,3,1,3,,gini,True,,
FunctionTransformer,,,rebalancing_normalization_features_mitigation_classification,True,,True,,StandardScaler,LFR_wrapper,0.1,100,0.1,,FunctionTransformer,,,6.198883056640625e-06,already_evaluated,0.20891318321228028,0.22_0.32_0.0_0.26_0.42,0.62_0.63_0.64_0.64_0.65,1.8985331535339356,0.24606986545275422,0.42,0.6,0.65,0.94,0.32,0.73,0.84,0.6348293406229091,1746698272.457757,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
NearMiss,2,,rebalancing_mitigation_normalization_features_classification,,False,,False,RobustScaler,LFR_wrapper,1.0,10,0.1,,FunctionTransformer,,,1.1444091796875e-05,already_evaluated,0.014368581771850585,0.36_0.31_0.0_0.54_0.0,0.64_0.6_0.62_0.63_0.59,6.3988471031188965,0.24335051971674063,0.49,0.67,0.72,0.8,0.28,0.72,0.62,0.6143664168228916,1746698272.571239,,MLPClassifier,sgd,5,,10,,,,,,,adaptive,,,0.0001,relu
NearMiss,3,,features_mitigation_rebalancing_normalization_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,FunctionTransformer,,,1.9485349655151367,success,0.04734978675842285,0.3_0.38_0.19_0.21_0.33,0.65_0.64_0.64_0.67_0.64,0.2435551643371582,0.28165333601355025,0.46,0.49,0.52,1.0,0.28,0.42,0.48,0.6449999378153947,1746698276.51572,distance,KNeighborsClassifier,,,12,,,,euclidean,,,,,,,,
NearMiss,2,,features_mitigation_rebalancing_normalization_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.25,FunctionTransformer,,,4.211165904998779,success,0.007891416549682617,0.28_0.39_0.0_0.22_0.1,0.7_0.69_0.68_0.71_0.7,0.7764126300811768,0.19754493583948904,0.43,0.51,0.47,1.0,0.2,0.45,0.5,0.6945990066459478,1746698280.8424675,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,1e-05,logistic
NearMiss,2,,mitigation_normalization_features_rebalancing_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,10,0.5,,SelectKBest,,6,42.98602032661438,success,0.21355385780334474,0.0_0.0_0.11_0.0_0.22,0.51_0.51_0.51_0.51_0.5,7.238814401626587,0.06685139573070606,0.24,0.36,0.29,0.41,0.37,0.23,0.43,0.5077236434540012,1746698323.9482458,uniform,KNeighborsClassifier,,,12,,,,euclidean,,,,,,,,
SMOTE,,6,features_mitigation_rebalancing_normalization_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,SelectKBest,,8,900.01256275177,fail,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1746699224.07868,,MLPClassifier,lbfgs,50,,20,,,,,,,constant,,,1e-05,relu
